episode,episode_return,episode_steps,epsilon,loss,buffer_size,delivered,dropped,energy,depletion_events
231,-33.01500000000004,35,0.49637333333333333,0.7117619547579024,7953,27,2,8.014999999999887,8
232,-62.99500000000002,35,0.4941566666666667,0.5369756917158762,7988,26,3,7.994999999999871,8
233,-93.00900000000004,32,0.49213000000000007,0.9183025993406773,8020,24,3,8.00899999999987,8
234,-48.01099999999994,33,0.4900399999999999,0.9040277749300003,8053,25,1,8.010999999999878,8
235,-32.98400000000004,33,0.48795,0.7575263157486916,8086,25,0,7.983999999999872,8
236,-63.02100000000001,33,0.48585999999999996,0.7117840722203255,8119,24,1,8.020999999999875,8
237,-48.00200000000001,33,0.48377000000000003,0.5262200699912177,8152,25,1,8.00199999999986,8
238,-123.03900000000002,33,0.48168,0.6048067025840282,8185,24,5,8.038999999999866,8
239,11.991000000000014,36,0.47939999999999994,0.6419110265043046,8221,28,0,8.008999999999887,8
240,-18.02200000000009,34,0.4772466666666667,0.7466055080294609,8255,26,0,8.021999999999874,8
241,-23.115000000000023,34,0.47509333333333337,0.581825057665507,8289,26,0,8.014999999999873,8
242,-83.33200000000011,31,0.47313000000000005,0.646308183670044,8320,23,1,8.031999999999872,8
243,-68.30599999999997,31,0.47116666666666673,0.6903928305421557,8351,23,0,8.005999999999903,8
244,-53.94300000000005,33,0.4690766666666667,0.5471323960357242,8384,25,1,7.942999999999872,8
245,41.99700000000007,38,0.46667000000000003,0.6541522741317749,8422,30,0,8.002999999999922,8
246,-78.02600000000001,31,0.4647066666666667,0.7791391760110855,8453,23,1,8.025999999999863,8
247,-33.03200000000004,34,0.46255333333333337,0.7651786617934704,8487,26,1,8.031999999999877,8
248,-48.010000000000005,33,0.46046333333333345,0.5504131846957736,8520,25,1,8.00999999999987,8
249,-18.001000000000005,35,0.4582466666666667,0.6991683319211006,8555,27,1,8.00099999999987,8
250,-89.02699999999993,31,0.4562833333333334,0.6610511653125286,8586,23,1,8.026999999999873,8
251,41.994999999999905,40,0.4537500000000001,0.6686583399772644,8626,32,2,8.00499999999986,8
252,11.974000000000018,36,0.45147000000000004,0.698265963130527,8662,28,0,8.025999999999888,8
253,-68.83099999999993,33,0.44938,0.6769555620849133,8695,25,2,8.030999999999878,8
254,12.00299999999995,36,0.44710000000000005,0.6078864369127486,8731,28,0,7.996999999999871,8
255,-48.019000000000034,33,0.44501,0.5214523904853396,8764,25,1,8.018999999999865,8
256,-2.9319999999999595,35,0.44279333333333337,0.8678527064621449,8799,27,0,7.931999999999874,8
257,-53.420999999999964,33,0.44070333333333334,0.702986886103948,8832,25,1,8.02099999999991,8
258,-167.98800000000003,31,0.43874,0.5588218399456569,8863,23,7,7.987999999999861,8
259,26.986000000000004,38,0.43633333333333335,0.5002329528331757,8901,30,1,8.013999999999882,8
260,-48.018000000000086,33,0.4342433333333333,0.6630773060023785,8934,25,1,8.01799999999987,8
261,26.979000000000127,37,0.43190000000000006,0.6056139800283644,8971,29,0,8.020999999999889,8
262,-53.549999999999955,34,0.4297466666666667,0.6339570747481452,9005,26,2,7.949999999999874,8
263,-3.0330000000000155,35,0.42752999999999997,0.9952156808641222,9040,27,0,8.03299999999989,8
264,-93.01400000000001,33,0.42544000000000004,0.9904556572437286,9073,25,4,8.013999999999873,8
265,11.995999999999981,36,0.4231600000000001,0.6716653969552782,9109,28,0,8.003999999999866,8
266,-3.026000000000053,36,0.42088000000000003,0.7673174209064908,9145,28,1,8.025999999999895,8
267,-63.024999999999935,32,0.4188533333333333,0.7551905736327171,9177,24,1,8.024999999999936,8
268,-3.033999999999949,36,0.41657333333333335,0.849441816409429,9213,28,1,8.033999999999901,8
269,-23.622000000000043,35,0.4143566666666666,0.6724259323543973,9248,27,1,8.021999999999865,8
270,57.041000000000004,39,0.41188666666666673,0.6679156853093041,9287,31,0,7.958999999999883,8
271,-48.035,34,0.4097333333333334,0.63696179456181,9321,26,2,8.03499999999987,8
272,-77.99299999999992,33,0.40764333333333336,0.6748741120100021,9354,25,3,7.992999999999866,8
273,41.95500000000001,38,0.4052366666666667,0.6474919945001603,9392,30,0,8.044999999999929,8
274,12.02699999999993,36,0.40295666666666674,0.590119911564721,9428,28,0,7.972999999999872,8
275,-17.980000000000018,34,0.4008033333333333,0.5580311454832554,9462,26,0,7.979999999999884,8
276,-62.98300000000006,34,0.39865000000000006,0.6950222386254205,9496,26,3,7.98299999999989,8
277,-47.98200000000003,32,0.3966233333333333,0.7302322871983051,9528,24,0,7.981999999999901,8
278,-63.01500000000007,34,0.3944700000000001,0.5729367546737194,9562,26,3,8.014999999999871,8
279,-33.01700000000011,33,0.39238000000000006,0.6078186929225922,9595,25,0,8.01699999999987,8
280,-47.988000000000014,35,0.3901633333333333,0.5783122215006087,9630,27,3,7.987999999999863,8
281,27.0209999999999,38,0.38775666666666675,0.6776381254196167,9668,30,1,7.97899999999988,8
282,-32.996000000000095,33,0.3856666666666667,0.7560475207865238,9701,25,0,7.995999999999878,8
